Nivell_academic,Sexe,Nom_Districte,Codi_Districte,Any,Nombre
ESO/FPI,Dones,Sants-Montjuïc,3,2022,19148
ESO/FPI,Dones,Sarrià-Sant Gervasi,5,2021,8668
ESO/FPI,Dones,Sarrià-Sant Gervasi,5,2022,8430
ESO/FPI,Home,Ciutat Vella,1,2009,9670
ESO/FPI,Home,Ciutat Vella,1,2010,9222
ESO/FPI,Home,Ciutat Vella,1,2011,9386
ESO/FPI,Home,Ciutat Vella,1,2012,9670
ESO/FPI,Home,Ciutat Vella,1,2013,10316
ESO/FPI,Home,Ciutat Vella,1,2014,10149
ESO/FPI,Home,Ciutat Vella,1,2015,9822
ESO/FPI,Home,Ciutat Vella,1,2016,9966
ESO/FPI,Home,Ciutat Vella,1,2017,10814
ESO/FPI,Home,Ciutat Vella,1,2018,11055
ESO/FPI,Home,Ciutat Vella,1,2019,11744
ESO/FPI,Home,Ciutat Vella,1,2020,13071
ESO/FPI,Home,Eixample,2,2009,17243
ESO/FPI,Home,Eixample,2,2010,17185
ESO/FPI,Home,Eixample,2,2011,18665
ESO/FPI,Home,Eixample,2,2012,18099
ESO/FPI,Home,Eixample,2,2013,18486
ESO/FPI,Home,Eixample,2,2014,18868
ESO/FPI,Home,Eixample,2,2015,17929
ESO/FPI,Home,Eixample,2,2016,17904
ESO/FPI,Home,Eixample,2,2017,18217
ESO/FPI,Home,Eixample,2,2018,18330
ESO/FPI,Home,Eixample,2,2019,18025
ESO/FPI,Home,Eixample,2,2020,18695
ESO/FPI,Home,Gràcia,6,2009,8285
ESO/FPI,Home,Gràcia,6,2010,8239
ESO/FPI,Home,Gràcia,6,2011,8759
ESO/FPI,Home,Gràcia,6,2012,8454
ESO/FPI,Home,Gràcia,6,2013,8663
ESO/FPI,Home,Gràcia,6,2014,8655
ESO/FPI,Home,Gràcia,6,2015,8339
ESO/FPI,Home,Gràcia,6,2016,8416
ESO/FPI,Home,Gràcia,6,2017,8463
ESO/FPI,Home,Gràcia,6,2018,8470
ESO/FPI,Home,Gràcia,6,2019,8415
ESO/FPI,Home,Gràcia,6,2020,8701
ESO/FPI,Home,Horta-Guinardó,7,2009,15358
ESO/FPI,Home,Horta-Guinardó,7,2010,15357
ESO/FPI,Home,Horta-Guinardó,7,2011,16477
ESO/FPI,Home,Horta-Guinardó,7,2012,16369
ESO/FPI,Home,Horta-Guinardó,7,2013,17837
ESO/FPI,Home,Horta-Guinardó,7,2014,18026
ESO/FPI,Home,Horta-Guinardó,7,2015,17573
ESO/FPI,Home,Horta-Guinardó,7,2016,17731
ESO/FPI,Home,Horta-Guinardó,7,2017,18148
ESO/FPI,Home,Horta-Guinardó,7,2018,18529
ESO/FPI,Home,Horta-Guinardó,7,2019,18447
ESO/FPI,Home,Horta-Guinardó,7,2020,19228
ESO/FPI,Home,Les Corts,4,2009,4806
ESO/FPI,Home,Les Corts,4,2010,4761
ESO/FPI,Home,Les Corts,4,2011,5282
ESO/FPI,Home,Les Corts,4,2012,4987
ESO/FPI,Home,Les Corts,4,2013,5098
ESO/FPI,Home,Les Corts,4,2014,5191
ESO/FPI,Home,Les Corts,4,2015,4902
ESO/FPI,Home,Les Corts,4,2016,4954
ESO/FPI,Home,Les Corts,4,2017,4955
ESO/FPI,Home,Les Corts,4,2018,4922
ESO/FPI,Home,Les Corts,4,2019,4855
ESO/FPI,Home,Les Corts,4,2020,5030
ESO/FPI,Home,Nou Barris,8,2009,17056
ESO/FPI,Home,Nou Barris,8,2010,17200
ESO/FPI,Home,Nou Barris,8,2011,18136
ESO/FPI,Home,Nou Barris,8,2012,18168
ESO/FPI,Home,Nou Barris,8,2013,20500
ESO/FPI,Home,Nou Barris,8,2014,20834
ESO/FPI,Home,Nou Barris,8,2015,20593
ESO/FPI,Home,Nou Barris,8,2016,20654
ESO/FPI,Home,Nou Barris,8,2017,21348
ESO/FPI,Home,Nou Barris,8,2018,21671
ESO/FPI,Home,Nou Barris,8,2019,21993
ESO/FPI,Home,Nou Barris,8,2020,22972
ESO/FPI,Home,Sant Andreu,9,2009,13537
ESO/FPI,Home,Sant Andreu,9,2010,13686
ESO/FPI,Home,Sant Andreu,9,2011,14723
ESO/FPI,Home,Sant Andreu,9,2012,14686
ESO/FPI,Home,Sant Andreu,9,2013,15913
ESO/FPI,Home,Sant Andreu,9,2014,16233
ESO/FPI,Home,Sant Andreu,9,2015,15886
ESO/FPI,Home,Sant Andreu,9,2016,15912
ESO/FPI,Home,Sant Andreu,9,2017,16391
ESO/FPI,Home,Sant Andreu,9,2018,16676
ESO/FPI,Home,Sant Andreu,9,2019,16505
ESO/FPI,Home,Sant Andreu,9,2020,17086
ESO/FPI,Home,Sant Martí,10,2009,20503
ESO/FPI,Home,Sant Martí,10,2010,20581
ESO/FPI,Home,Sant Martí,10,2011,22160
ESO/FPI,Home,Sant Martí,10,2012,22506
ESO/FPI,Home,Sant Martí,10,2013,24341
ESO/FPI,Home,Sant Martí,10,2014,24754
ESO/FPI,Home,Sant Martí,10,2015,23903
ESO/FPI,Home,Sant Martí,10,2016,23914
ESO/FPI,Home,Sant Martí,10,2017,24507
ESO/FPI,Home,Sant Martí,10,2018,25012
ESO/FPI,Home,Sant Martí,10,2019,24977
ESO/FPI,Home,Sant Martí,10,2020,25664
ESO/FPI,Home,Sants-Montjuïc,3,2009,15788
ESO/FPI,Home,Sants-Montjuïc,3,2010,15986
ESO/FPI,Home,Sants-Montjuïc,3,2011,17155
ESO/FPI,Home,Sants-Montjuïc,3,2012,17421
ESO/FPI,Home,Sants-Montjuïc,3,2013,18624
ESO/FPI,Home,Sants-Montjuïc,3,2014,19045
ESO/FPI,Home,Sants-Montjuïc,3,2015,18580
ESO/FPI,Home,Sants-Montjuïc,3,2016,18666
ESO/FPI,Home,Sants-Montjuïc,3,2017,19061
ESO/FPI,Home,Sants-Montjuïc,3,2018,19244
ESO/FPI,Home,Sants-Montjuïc,3,2019,19538
ESO/FPI,Home,Sants-Montjuïc,3,2020,20296
ESO/FPI,Home,Sarrià-Sant Gervasi,5,2009,5471
ESO/FPI,Home,Sarrià-Sant Gervasi,5,2010,5453
ESO/FPI,Home,Sarrià-Sant Gervasi,5,2011,6649
ESO/FPI,Home,Sarrià-Sant Gervasi,5,2012,6140
ESO/FPI,Home,Sarrià-Sant Gervasi,5,2013,6103
ESO/FPI,Home,Sarrià-Sant Gervasi,5,2014,6403
ESO/FPI,Home,Sarrià-Sant Gervasi,5,2015,5869
ESO/FPI,Home,Sarrià-Sant Gervasi,5,2016,5878
ESO/FPI,Home,Sarrià-Sant Gervasi,5,2017,5983
ESO/FPI,Home,Sarrià-Sant Gervasi,5,2018,6138
ESO/FPI,Home,Sarrià-Sant Gervasi,5,2019,5884
ESO/FPI,Home,Sarrià-Sant Gervasi,5,2020,6440
ESO/FPI,Homes,Ciutat Vella,1,2021,13772
ESO/FPI,Homes,Ciutat Vella,1,2022,13290
ESO/FPI,Homes,Eixample,2,2021,18665
ESO/FPI,Homes,Eixample,2,2022,18502
ESO/FPI,Homes,Gràcia,6,2021,8608
ESO/FPI,Homes,Gràcia,6,2022,8524
ESO/FPI,Homes,Horta-Guinardó,7,2021,19169
ESO/FPI,Homes,Horta-Guinardó,7,2022,18912
ESO/FPI,Homes,Les Corts,4,2021,4931
ESO/FPI,Homes,Les Corts,4,2022,4882
ESO/FPI,Homes,Nou Barris,8,2021,23095
ESO/FPI,Homes,Nou Barris,8,2022,22984
ESO/FPI,Homes,Sant Andreu,9,2021,17058
ESO/FPI,Homes,Sant Andreu,9,2022,16946
ESO/FPI,Homes,Sant Martí,10,2021,25862
ESO/FPI,Homes,Sant Martí,10,2022,25859
ESO/FPI,Homes,Sants-Montjuïc,3,2021,20271
ESO/FPI,Homes,Sants-Montjuïc,3,2022,19895
ESO/FPI,Homes,Sarrià-Sant Gervasi,5,2021,6377
ESO/FPI,Homes,Sarrià-Sant Gervasi,5,2022,6325
No consta,Dona,Ciutat Vella,1,2009,40
No consta,Dona,Ciutat Vella,1,2010,33
No consta,Dona,Ciutat Vella,1,2011,21
No consta,Dona,Ciutat Vella,1,2012,18
No consta,Dona,Ciutat Vella,1,2013,15
No consta,Dona,Ciutat Vella,1,2014,14
No consta,Dona,Ciutat Vella,1,2015,14
No consta,Dona,Ciutat Vella,1,2016,523
No consta,Dona,Ciutat Vella,1,2017,499
No consta,Dona,Ciutat Vella,1,2018,487
No consta,Dona,Ciutat Vella,1,2019,582
No consta,Dona,Ciutat Vella,1,2020,521
No consta,Dona,Eixample,2,2009,128
No consta,Dona,Eixample,2,2010,101
No consta,Dona,Eixample,2,2011,66
No consta,Dona,Eixample,2,2012,54
No consta,Dona,Eixample,2,2013,37
No consta,Dona,Eixample,2,2014,35
No consta,Dona,Eixample,2,2015,34
No consta,Dona,Eixample,2,2016,1392
No consta,Dona,Eixample,2,2017,1420
No consta,Dona,Eixample,2,2018,1297
No consta,Dona,Eixample,2,2019,1796
No consta,Dona,Eixample,2,2020,1401
No consta,Dona,Gràcia,6,2009,66
No consta,Dona,Gràcia,6,2010,56
No consta,Dona,Gràcia,6,2011,35
No consta,Dona,Gràcia,6,2012,22
No consta,Dona,Gràcia,6,2013,18
No consta,Dona,Gràcia,6,2014,16
No consta,Dona,Gràcia,6,2015,15
No consta,Dona,Gràcia,6,2016,580
No consta,Dona,Gràcia,6,2017,614
No consta,Dona,Gràcia,6,2018,575
No consta,Dona,Gràcia,6,2019,858
No consta,Dona,Gràcia,6,2020,662
No consta,Dona,Horta-Guinardó,7,2009,100
No consta,Dona,Horta-Guinardó,7,2010,90
No consta,Dona,Horta-Guinardó,7,2011,57
No consta,Dona,Horta-Guinardó,7,2012,51
No consta,Dona,Horta-Guinardó,7,2013,40
No consta,Dona,Horta-Guinardó,7,2014,38
No consta,Dona,Horta-Guinardó,7,2015,35
No consta,Dona,Horta-Guinardó,7,2016,984
No consta,Dona,Horta-Guinardó,7,2017,925
No consta,Dona,Horta-Guinardó,7,2018,936
No consta,Dona,Horta-Guinardó,7,2019,1389
No consta,Dona,Horta-Guinardó,7,2020,940
No consta,Dona,Les Corts,4,2009,42
No consta,Dona,Les Corts,4,2010,35
No consta,Dona,Les Corts,4,2011,28
No consta,Dona,Les Corts,4,2012,22
No consta,Dona,Les Corts,4,2013,18
No consta,Dona,Les Corts,4,2014,17
No consta,Dona,Les Corts,4,2015,16
No consta,Dona,Les Corts,4,2016,476
No consta,Dona,Les Corts,4,2017,538
No consta,Dona,Les Corts,4,2018,497
No consta,Dona,Les Corts,4,2019,664
No consta,Dona,Les Corts,4,2020,552
No consta,Dona,Nou Barris,8,2009,78
No consta,Dona,Nou Barris,8,2010,64
No consta,Dona,Nou Barris,8,2011,44
No consta,Dona,Nou Barris,8,2012,38
No consta,Dona,Nou Barris,8,2013,31
No consta,Dona,Nou Barris,8,2014,27
No consta,Dona,Nou Barris,8,2015,26
No consta,Dona,Nou Barris,8,2016,1150
No consta,Dona,Nou Barris,8,2017,1107
No consta,Dona,Nou Barris,8,2018,1066
No consta,Dona,Nou Barris,8,2019,1419
No consta,Dona,Nou Barris,8,2020,1230
No consta,Dona,Sant Andreu,9,2009,75
No consta,Dona,Sant Andreu,9,2010,66
No consta,Dona,Sant Andreu,9,2011,32
No consta,Dona,Sant Andreu,9,2012,27
No consta,Dona,Sant Andreu,9,2013,21
No consta,Dona,Sant Andreu,9,2014,19
No consta,Dona,Sant Andreu,9,2015,17
No consta,Dona,Sant Andreu,9,2016,873
No consta,Dona,Sant Andreu,9,2017,869
No consta,Dona,Sant Andreu,9,2018,871
No consta,Dona,Sant Andreu,9,2019,1305
No consta,Dona,Sant Andreu,9,2020,989
No consta,Dona,Sant Martí,10,2009,111
No consta,Dona,Sant Martí,10,2010,93
No consta,Dona,Sant Martí,10,2011,51
No consta,Dona,Sant Martí,10,2012,39
No consta,Dona,Sant Martí,10,2013,30
No consta,Dona,Sant Martí,10,2014,29
No consta,Dona,Sant Martí,10,2015,28
No consta,Dona,Sant Martí,10,2016,1387
No consta,Dona,Sant Martí,10,2017,1453
No consta,Dona,Sant Martí,10,2018,1434
No consta,Dona,Sant Martí,10,2019,1922
No consta,Dona,Sant Martí,10,2020,1720
No consta,Dona,Sants-Montjuïc,3,2009,82
No consta,Dona,Sants-Montjuïc,3,2010,73
No consta,Dona,Sants-Montjuïc,3,2011,55
No consta,Dona,Sants-Montjuïc,3,2012,46
No consta,Dona,Sants-Montjuïc,3,2013,39
No consta,Dona,Sants-Montjuïc,3,2014,37
No consta,Dona,Sants-Montjuïc,3,2015,33
No consta,Dona,Sants-Montjuïc,3,2016,1038
No consta,Dona,Sants-Montjuïc,3,2017,1129
No consta,Dona,Sants-Montjuïc,3,2018,1021
No consta,Dona,Sants-Montjuïc,3,2019,1298
No consta,Dona,Sants-Montjuïc,3,2020,1074
No consta,Dona,Sarrià-Sant Gervasi,5,2009,84
No consta,Dona,Sarrià-Sant Gervasi,5,2010,72
No consta,Dona,Sarrià-Sant Gervasi,5,2011,47
No consta,Dona,Sarrià-Sant Gervasi,5,2012,41
No consta,Dona,Sarrià-Sant Gervasi,5,2013,31
No consta,Dona,Sarrià-Sant Gervasi,5,2014,23
No consta,Dona,Sarrià-Sant Gervasi,5,2015,18
No consta,Dona,Sarrià-Sant Gervasi,5,2016,1158
No consta,Dona,Sarrià-Sant Gervasi,5,2017,1281
No consta,Dona,Sarrià-Sant Gervasi,5,2018,1231
No consta,Dona,Sarrià-Sant Gervasi,5,2019,1699
No consta,Dona,Sarrià-Sant Gervasi,5,2020,1507
No consta,Dones,Ciutat Vella,1,2021,455
No consta,Dones,Ciutat Vella,1,2022,453
No consta,Dones,Eixample,2,2021,1256
No consta,Dones,Eixample,2,2022,1148
No consta,Dones,Gràcia,6,2021,643
No consta,Dones,Gràcia,6,2022,592
No consta,Dones,Horta-Guinardó,7,2021,971
No consta,Dones,Horta-Guinardó,7,2022,952
No consta,Dones,Les Corts,4,2021,505
No consta,Dones,Les Corts,4,2022,454
No consta,Dones,Nou Barris,8,2021,1119
No consta,Dones,Nou Barris,8,2022,1081
No consta,Dones,Sant Andreu,9,2021,890
No consta,Dones,Sant Andreu,9,2022,864
No consta,Dones,Sant Martí,10,2021,1477
No consta,Dones,Sant Martí,10,2022,1423
No consta,Dones,Sants-Montjuïc,3,2021,1059
No consta,Dones,Sants-Montjuïc,3,2022,1068
No consta,Dones,Sarrià-Sant Gervasi,5,2021,1170
No consta,Dones,Sarrià-Sant Gervasi,5,2022,1146
No consta,Home,Ciutat Vella,1,2009,37
No consta,Home,Ciutat Vella,1,2010,34
No consta,Home,Ciutat Vella,1,2011,24
No consta,Home,Ciutat Vella,1,2012,20
No consta,Home,Ciutat Vella,1,2013,13
No consta,Home,Ciutat Vella,1,2014,12
No consta,Home,Ciutat Vella,1,2015,9
No consta,Home,Ciutat Vella,1,2016,677
No consta,Home,Ciutat Vella,1,2017,634
No consta,Home,Ciutat Vella,1,2018,648
No consta,Home,Ciutat Vella,1,2019,767
No consta,Home,Ciutat Vella,1,2020,650
No consta,Home,Eixample,2,2009,115
No consta,Home,Eixample,2,2010,97
No consta,Home,Eixample,2,2011,63
No consta,Home,Eixample,2,2012,50
No consta,Home,Eixample,2,2013,35
No consta,Home,Eixample,2,2014,31
No consta,Home,Eixample,2,2015,27
No consta,Home,Eixample,2,2016,1533
No consta,Home,Eixample,2,2017,1682
No consta,Home,Eixample,2,2018,1538
No consta,Home,Eixample,2,2019,1990
No consta,Home,Eixample,2,2020,1701
No consta,Home,Gràcia,6,2009,61
No consta,Home,Gràcia,6,2010,47
No consta,Home,Gràcia,6,2011,29
No consta,Home,Gràcia,6,2012,16
No consta,Home,Gràcia,6,2013,13
No consta,Home,Gràcia,6,2014,11
No consta,Home,Gràcia,6,2015,10
No consta,Home,Gràcia,6,2016,693
No consta,Home,Gràcia,6,2017,713
No consta,Home,Gràcia,6,2018,725
No consta,Home,Gràcia,6,2019,928
No consta,Home,Gràcia,6,2020,778
No consta,Home,Horta-Guinardó,7,2009,88
No consta,Home,Horta-Guinardó,7,2010,85
No consta,Home,Horta-Guinardó,7,2011,52
No consta,Home,Horta-Guinardó,7,2012,47
No consta,Home,Horta-Guinardó,7,2013,29
No consta,Home,Horta-Guinardó,7,2014,24
No consta,Home,Horta-Guinardó,7,2015,23
No consta,Home,Horta-Guinardó,7,2016,1238
No consta,Home,Horta-Guinardó,7,2017,1250
No consta,Home,Horta-Guinardó,7,2018,1221
No consta,Home,Horta-Guinardó,7,2019,1663
No consta,Home,Horta-Guinardó,7,2020,1303
No consta,Home,Les Corts,4,2009,64
No consta,Home,Les Corts,4,2010,48
No consta,Home,Les Corts,4,2011,26
No consta,Home,Les Corts,4,2012,21
No consta,Home,Les Corts,4,2013,14
No consta,Home,Les Corts,4,2014,12
No consta,Home,Les Corts,4,2015,12
No consta,Home,Les Corts,4,2016,513
No consta,Home,Les Corts,4,2017,565
No consta,Home,Les Corts,4,2018,547
No consta,Home,Les Corts,4,2019,720
No consta,Home,Les Corts,4,2020,616
No consta,Home,Nou Barris,8,2009,69
No consta,Home,Nou Barris,8,2010,57
No consta,Home,Nou Barris,8,2011,38
No consta,Home,Nou Barris,8,2012,30
No consta,Home,Nou Barris,8,2013,15
No consta,Home,Nou Barris,8,2014,14
No consta,Home,Nou Barris,8,2015,12
No consta,Home,Nou Barris,8,2016,1306
No consta,Home,Nou Barris,8,2017,1333
No consta,Home,Nou Barris,8,2018,1327
No consta,Home,Nou Barris,8,2019,1744
No consta,Home,Nou Barris,8,2020,1501
No consta,Home,Sant Andreu,9,2009,51
No consta,Home,Sant Andreu,9,2010,43
No consta,Home,Sant Andreu,9,2011,26
No consta,Home,Sant Andreu,9,2012,19
No consta,Home,Sant Andreu,9,2013,13
No consta,Home,Sant Andreu,9,2014,11
No consta,Home,Sant Andreu,9,2015,11
No consta,Home,Sant Andreu,9,2016,1030
No consta,Home,Sant Andreu,9,2017,1081
No consta,Home,Sant Andreu,9,2018,1072
No consta,Home,Sant Andreu,9,2019,1507
No consta,Home,Sant Andreu,9,2020,1242
No consta,Home,Sant Martí,10,2009,122
No consta,Home,Sant Martí,10,2010,104
No consta,Home,Sant Martí,10,2011,80
No consta,Home,Sant Martí,10,2012,57
No consta,Home,Sant Martí,10,2013,39
No consta,Home,Sant Martí,10,2014,37
No consta,Home,Sant Martí,10,2015,31
No consta,Home,Sant Martí,10,2016,1625
No consta,Home,Sant Martí,10,2017,1856
No consta,Home,Sant Martí,10,2018,1841
No consta,Home,Sant Martí,10,2019,2283
No consta,Home,Sant Martí,10,2020,2022
No consta,Home,Sants-Montjuïc,3,2009,82
No consta,Home,Sants-Montjuïc,3,2010,70
No consta,Home,Sants-Montjuïc,3,2011,54
No consta,Home,Sants-Montjuïc,3,2012,44
No consta,Home,Sants-Montjuïc,3,2013,29
No consta,Home,Sants-Montjuïc,3,2014,27
No consta,Home,Sants-Montjuïc,3,2015,24
No consta,Home,Sants-Montjuïc,3,2016,1293
No consta,Home,Sants-Montjuïc,3,2017,1365
No consta,Home,Sants-Montjuïc,3,2018,1285
No consta,Home,Sants-Montjuïc,3,2019,1607
No consta,Home,Sants-Montjuïc,3,2020,1422
No consta,Home,Sarrià-Sant Gervasi,5,2009,100
No consta,Home,Sarrià-Sant Gervasi,5,2010,83
No consta,Home,Sarrià-Sant Gervasi,5,2011,42
No consta,Home,Sarrià-Sant Gervasi,5,2012,30
No consta,Home,Sarrià-Sant Gervasi,5,2013,20
No consta,Home,Sarrià-Sant Gervasi,5,2014,16
No consta,Home,Sarrià-Sant Gervasi,5,2015,15
No consta,Home,Sarrià-Sant Gervasi,5,2016,1275
No consta,Home,Sarrià-Sant Gervasi,5,2017,1402
No consta,Home,Sarrià-Sant Gervasi,5,2018,1399
No consta,Home,Sarrià-Sant Gervasi,5,2019,1798
No consta,Home,Sarrià-Sant Gervasi,5,2020,1608
No consta,Homes,Ciutat Vella,1,2021,581
No consta,Homes,Ciutat Vella,1,2022,556
No consta,Homes,Eixample,2,2021,1453
No consta,Homes,Eixample,2,2022,1308
No consta,Homes,Gràcia,6,2021,707
No consta,Homes,Gràcia,6,2022,663
No consta,Homes,Horta-Guinardó,7,2021,1244
No consta,Homes,Horta-Guinardó,7,2022,1130
No consta,Homes,Les Corts,4,2021,509
No consta,Homes,Les Corts,4,2022,478
No consta,Homes,Nou Barris,8,2021,1360
No consta,Homes,Nou Barris,8,2022,1289
No consta,Homes,Sant Andreu,9,2021,1101
No consta,Homes,Sant Andreu,9,2022,1005
No consta,Homes,Sant Martí,10,2021,1709
No consta,Homes,Sant Martí,10,2022,1596
No consta,Homes,Sants-Montjuïc,3,2021,1251
No consta,Homes,Sants-Montjuïc,3,2022,1085
No consta,Homes,Sarrià-Sant Gervasi,5,2021,1296
No consta,Homes,Sarrià-Sant Gervasi,5,2022,1252
Primaria,Dona,Ciutat Vella,1,2009,12644
Primaria,Dona,Ciutat Vella,1,2010,11979
Primaria,Dona,Ciutat Vella,1,2011,11366
Primaria,Dona,Ciutat Vella,1,2012,11081
Primaria,Dona,Ciutat Vella,1,2013,10143
Primaria,Dona,Ciutat Vella,1,2014,9687
Primaria,Dona,Ciutat Vella,1,2015,10908
Primaria,Dona,Ciutat Vella,1,2016,10205
Primaria,Dona,Ciutat Vella,1,2017,9705
Primaria,Dona,Ciutat Vella,1,2018,9217
Primaria,Dona,Ciutat Vella,1,2019,8949
Primaria,Dona,Ciutat Vella,1,2020,8594
Primaria,Dona,Eixample,2,2009,25283
Primaria,Dona,Eixample,2,2010,24280
Primaria,Dona,Eixample,2,2011,22753
Primaria,Dona,Eixample,2,2012,21572
Primaria,Dona,Eixample,2,2013,19788
Primaria,Dona,Eixample,2,2014,19061
Primaria,Dona,Eixample,2,2015,20174
Primaria,Dona,Eixample,2,2016,18810
Primaria,Dona,Eixample,2,2017,17899
Primaria,Dona,Eixample,2,2018,17007
Primaria,Dona,Eixample,2,2019,16195
Primaria,Dona,Eixample,2,2020,15398
Primaria,Dona,Gràcia,6,2009,11373
Primaria,Dona,Gràcia,6,2010,10756
Primaria,Dona,Gràcia,6,2011,10035
Primaria,Dona,Gràcia,6,2012,9497
Primaria,Dona,Gràcia,6,2013,8672
Primaria,Dona,Gràcia,6,2014,8400
Primaria,Dona,Gràcia,6,2015,9055
Primaria,Dona,Gràcia,6,2016,8504
Primaria,Dona,Gràcia,6,2017,8091
Primaria,Dona,Gràcia,6,2018,7691
Primaria,Dona,Gràcia,6,2019,7332
Primaria,Dona,Gràcia,6,2020,7022
Primaria,Dona,Horta-Guinardó,7,2009,20056
Primaria,Dona,Horta-Guinardó,7,2010,19578
Primaria,Dona,Horta-Guinardó,7,2011,18756
Primaria,Dona,Horta-Guinardó,7,2012,18004
Primaria,Dona,Horta-Guinardó,7,2013,16343
Primaria,Dona,Horta-Guinardó,7,2014,15897
Primaria,Dona,Horta-Guinardó,7,2015,18557
Primaria,Dona,Horta-Guinardó,7,2016,17594
Primaria,Dona,Horta-Guinardó,7,2017,16917
Primaria,Dona,Horta-Guinardó,7,2018,16391
Primaria,Dona,Horta-Guinardó,7,2019,15928
Primaria,Dona,Horta-Guinardó,7,2020,15570
Primaria,Dona,Les Corts,4,2009,6900
Primaria,Dona,Les Corts,4,2010,6668
Primaria,Dona,Les Corts,4,2011,6213
Primaria,Dona,Les Corts,4,2012,5922
Primaria,Dona,Les Corts,4,2013,5449
Primaria,Dona,Les Corts,4,2014,5275
Primaria,Dona,Les Corts,4,2015,5735
Primaria,Dona,Les Corts,4,2016,5302
Primaria,Dona,Les Corts,4,2017,5082
Primaria,Dona,Les Corts,4,2018,4868
Primaria,Dona,Les Corts,4,2019,4690
Primaria,Dona,Les Corts,4,2020,4519
Primaria,Dona,Nou Barris,8,2009,23944
Primaria,Dona,Nou Barris,8,2010,23557
