Nivell_academic,Sexe,Nom_Districte,Codi_Districte,Any,Nombre
Sense estudis,Home,Sant Martí,10,2016,2155
Sense estudis,Home,Sant Martí,10,2017,1944
Sense estudis,Home,Sant Martí,10,2018,1760
Sense estudis,Home,Sant Martí,10,2019,1592
Sense estudis,Home,Sant Martí,10,2020,1438
Sense estudis,Home,Sants-Montjuïc,3,2009,8408
Sense estudis,Home,Sants-Montjuïc,3,2010,8085
Sense estudis,Home,Sants-Montjuïc,3,2011,6463
Sense estudis,Home,Sants-Montjuïc,3,2012,5451
Sense estudis,Home,Sants-Montjuïc,3,2013,4988
Sense estudis,Home,Sants-Montjuïc,3,2014,4600
Sense estudis,Home,Sants-Montjuïc,3,2015,2399
Sense estudis,Home,Sants-Montjuïc,3,2016,1577
Sense estudis,Home,Sants-Montjuïc,3,2017,1420
Sense estudis,Home,Sants-Montjuïc,3,2018,1262
Sense estudis,Home,Sants-Montjuïc,3,2019,1134
Sense estudis,Home,Sants-Montjuïc,3,2020,1033
Sense estudis,Home,Sarrià-Sant Gervasi,5,2009,4263
Sense estudis,Home,Sarrià-Sant Gervasi,5,2010,4201
Sense estudis,Home,Sarrià-Sant Gervasi,5,2011,2524
Sense estudis,Home,Sarrià-Sant Gervasi,5,2012,1793
Sense estudis,Home,Sarrià-Sant Gervasi,5,2013,1740
Sense estudis,Home,Sarrià-Sant Gervasi,5,2014,1441
Sense estudis,Home,Sarrià-Sant Gervasi,5,2015,1076
Sense estudis,Home,Sarrià-Sant Gervasi,5,2016,203
Sense estudis,Home,Sarrià-Sant Gervasi,5,2017,174
Sense estudis,Home,Sarrià-Sant Gervasi,5,2018,150
Sense estudis,Home,Sarrià-Sant Gervasi,5,2019,128
Sense estudis,Home,Sarrià-Sant Gervasi,5,2020,121
Sense estudis,Homes,Ciutat Vella,1,2021,388
Sense estudis,Homes,Ciutat Vella,1,2022,339
Sense estudis,Homes,Eixample,2,2021,544
Sense estudis,Homes,Eixample,2,2022,472
Sense estudis,Homes,Gràcia,6,2021,300
Sense estudis,Homes,Gràcia,6,2022,257
Sense estudis,Homes,Horta-Guinardó,7,2021,1108
Sense estudis,Homes,Horta-Guinardó,7,2022,961
Sense estudis,Homes,Les Corts,4,2021,188
Sense estudis,Homes,Les Corts,4,2022,168
Sense estudis,Homes,Nou Barris,8,2021,1462
Sense estudis,Homes,Nou Barris,8,2022,1275
Sense estudis,Homes,Sant Andreu,9,2021,685
Sense estudis,Homes,Sant Andreu,9,2022,599
Sense estudis,Homes,Sant Martí,10,2021,1224
Sense estudis,Homes,Sant Martí,10,2022,1055
Sense estudis,Homes,Sants-Montjuïc,3,2021,902
Sense estudis,Homes,Sants-Montjuïc,3,2022,749
Sense estudis,Homes,Sarrià-Sant Gervasi,5,2021,97
Sense estudis,Homes,Sarrià-Sant Gervasi,5,2022,87
Universitat/CFGM grau mitjà,Dona,Ciutat Vella,1,2009,10885
Universitat/CFGM grau mitjà,Dona,Ciutat Vella,1,2010,11402
Universitat/CFGM grau mitjà,Dona,Ciutat Vella,1,2011,11492
Universitat/CFGM grau mitjà,Dona,Ciutat Vella,1,2012,12284
Universitat/CFGM grau mitjà,Dona,Ciutat Vella,1,2013,12611
Universitat/CFGM grau mitjà,Dona,Ciutat Vella,1,2014,12901
Universitat/CFGM grau mitjà,Dona,Ciutat Vella,1,2015,13125
Universitat/CFGM grau mitjà,Dona,Ciutat Vella,1,2016,13460
Universitat/CFGM grau mitjà,Dona,Ciutat Vella,1,2017,14502
Universitat/CFGM grau mitjà,Dona,Ciutat Vella,1,2018,15021
Universitat/CFGM grau mitjà,Dona,Ciutat Vella,1,2019,15900
Universitat/CFGM grau mitjà,Dona,Ciutat Vella,1,2020,16162
Universitat/CFGM grau mitjà,Dona,Eixample,2,2009,39289
Universitat/CFGM grau mitjà,Dona,Eixample,2,2010,40922
Universitat/CFGM grau mitjà,Dona,Eixample,2,2011,42729
Universitat/CFGM grau mitjà,Dona,Eixample,2,2012,45005
Universitat/CFGM grau mitjà,Dona,Eixample,2,2013,46893
Universitat/CFGM grau mitjà,Dona,Eixample,2,2014,48461
Universitat/CFGM grau mitjà,Dona,Eixample,2,2015,49447
Universitat/CFGM grau mitjà,Dona,Eixample,2,2016,50389
Universitat/CFGM grau mitjà,Dona,Eixample,2,2017,52491
Universitat/CFGM grau mitjà,Dona,Eixample,2,2018,53957
Universitat/CFGM grau mitjà,Dona,Eixample,2,2019,56130
Universitat/CFGM grau mitjà,Dona,Eixample,2,2020,57765
Universitat/CFGM grau mitjà,Dona,Gràcia,6,2009,18673
Universitat/CFGM grau mitjà,Dona,Gràcia,6,2010,19641
Universitat/CFGM grau mitjà,Dona,Gràcia,6,2011,20436
Universitat/CFGM grau mitjà,Dona,Gràcia,6,2012,21465
Universitat/CFGM grau mitjà,Dona,Gràcia,6,2013,22305
Universitat/CFGM grau mitjà,Dona,Gràcia,6,2014,23065
Universitat/CFGM grau mitjà,Dona,Gràcia,6,2015,23707
Universitat/CFGM grau mitjà,Dona,Gràcia,6,2016,23682
Universitat/CFGM grau mitjà,Dona,Gràcia,6,2017,24417
Universitat/CFGM grau mitjà,Dona,Gràcia,6,2018,25088
Universitat/CFGM grau mitjà,Dona,Gràcia,6,2019,26061
Universitat/CFGM grau mitjà,Dona,Gràcia,6,2020,26766
Universitat/CFGM grau mitjà,Dona,Horta-Guinardó,7,2009,14015
Universitat/CFGM grau mitjà,Dona,Horta-Guinardó,7,2010,14780
Universitat/CFGM grau mitjà,Dona,Horta-Guinardó,7,2011,15502
Universitat/CFGM grau mitjà,Dona,Horta-Guinardó,7,2012,16086
Universitat/CFGM grau mitjà,Dona,Horta-Guinardó,7,2013,16876
Universitat/CFGM grau mitjà,Dona,Horta-Guinardó,7,2014,17490
Universitat/CFGM grau mitjà,Dona,Horta-Guinardó,7,2015,18224
Universitat/CFGM grau mitjà,Dona,Horta-Guinardó,7,2016,18805
Universitat/CFGM grau mitjà,Dona,Horta-Guinardó,7,2017,19869
Universitat/CFGM grau mitjà,Dona,Horta-Guinardó,7,2018,20893
Universitat/CFGM grau mitjà,Dona,Horta-Guinardó,7,2019,21910
Universitat/CFGM grau mitjà,Dona,Horta-Guinardó,7,2020,22925
Universitat/CFGM grau mitjà,Dona,Les Corts,4,2009,11533
Universitat/CFGM grau mitjà,Dona,Les Corts,4,2010,12128
Universitat/CFGM grau mitjà,Dona,Les Corts,4,2011,12791
Universitat/CFGM grau mitjà,Dona,Les Corts,4,2012,13377
Universitat/CFGM grau mitjà,Dona,Les Corts,4,2013,13839
Universitat/CFGM grau mitjà,Dona,Les Corts,4,2014,14303
Universitat/CFGM grau mitjà,Dona,Les Corts,4,2015,14795
Universitat/CFGM grau mitjà,Dona,Les Corts,4,2016,15057
Universitat/CFGM grau mitjà,Dona,Les Corts,4,2017,15513
Universitat/CFGM grau mitjà,Dona,Les Corts,4,2018,16016
Universitat/CFGM grau mitjà,Dona,Les Corts,4,2019,16529
Universitat/CFGM grau mitjà,Dona,Les Corts,4,2020,16784
Universitat/CFGM grau mitjà,Dona,Nou Barris,8,2009,7656
Universitat/CFGM grau mitjà,Dona,Nou Barris,8,2010,8148
Universitat/CFGM grau mitjà,Dona,Nou Barris,8,2011,8590
Universitat/CFGM grau mitjà,Dona,Nou Barris,8,2012,9047
Universitat/CFGM grau mitjà,Dona,Nou Barris,8,2013,9525
Universitat/CFGM grau mitjà,Dona,Nou Barris,8,2014,9890
Universitat/CFGM grau mitjà,Dona,Nou Barris,8,2015,10399
Universitat/CFGM grau mitjà,Dona,Nou Barris,8,2016,11223
Universitat/CFGM grau mitjà,Dona,Nou Barris,8,2017,11712
Universitat/CFGM grau mitjà,Dona,Nou Barris,8,2018,12324
Universitat/CFGM grau mitjà,Dona,Nou Barris,8,2019,13040
Universitat/CFGM grau mitjà,Dona,Nou Barris,8,2020,13761
Universitat/CFGM grau mitjà,Dona,Sant Andreu,9,2009,10706
Universitat/CFGM grau mitjà,Dona,Sant Andreu,9,2010,11551
Universitat/CFGM grau mitjà,Dona,Sant Andreu,9,2011,12421
Universitat/CFGM grau mitjà,Dona,Sant Andreu,9,2012,13089
Universitat/CFGM grau mitjà,Dona,Sant Andreu,9,2013,13689
Universitat/CFGM grau mitjà,Dona,Sant Andreu,9,2014,14195
Universitat/CFGM grau mitjà,Dona,Sant Andreu,9,2015,14830
Universitat/CFGM grau mitjà,Dona,Sant Andreu,9,2016,15324
Universitat/CFGM grau mitjà,Dona,Sant Andreu,9,2017,15878
Universitat/CFGM grau mitjà,Dona,Sant Andreu,9,2018,16617
Universitat/CFGM grau mitjà,Dona,Sant Andreu,9,2019,17468
Universitat/CFGM grau mitjà,Dona,Sant Andreu,9,2020,18231
Universitat/CFGM grau mitjà,Dona,Sant Martí,10,2009,19012
Universitat/CFGM grau mitjà,Dona,Sant Martí,10,2010,20591
Universitat/CFGM grau mitjà,Dona,Sant Martí,10,2011,21970
Universitat/CFGM grau mitjà,Dona,Sant Martí,10,2012,23347
Universitat/CFGM grau mitjà,Dona,Sant Martí,10,2013,24484
Universitat/CFGM grau mitjà,Dona,Sant Martí,10,2014,25529
Universitat/CFGM grau mitjà,Dona,Sant Martí,10,2015,26387
Universitat/CFGM grau mitjà,Dona,Sant Martí,10,2016,27323
Universitat/CFGM grau mitjà,Dona,Sant Martí,10,2017,28650
Universitat/CFGM grau mitjà,Dona,Sant Martí,10,2018,29951
Universitat/CFGM grau mitjà,Dona,Sant Martí,10,2019,31526
Universitat/CFGM grau mitjà,Dona,Sant Martí,10,2020,32699
Universitat/CFGM grau mitjà,Dona,Sants-Montjuïc,3,2009,14748
Universitat/CFGM grau mitjà,Dona,Sants-Montjuïc,3,2010,16044
Universitat/CFGM grau mitjà,Dona,Sants-Montjuïc,3,2011,16929
Universitat/CFGM grau mitjà,Dona,Sants-Montjuïc,3,2012,18169
Universitat/CFGM grau mitjà,Dona,Sants-Montjuïc,3,2013,19171
Universitat/CFGM grau mitjà,Dona,Sants-Montjuïc,3,2014,19821
Universitat/CFGM grau mitjà,Dona,Sants-Montjuïc,3,2015,20564
Universitat/CFGM grau mitjà,Dona,Sants-Montjuïc,3,2016,21436
Universitat/CFGM grau mitjà,Dona,Sants-Montjuïc,3,2017,22568
Universitat/CFGM grau mitjà,Dona,Sants-Montjuïc,3,2018,23610
Universitat/CFGM grau mitjà,Dona,Sants-Montjuïc,3,2019,24960
Universitat/CFGM grau mitjà,Dona,Sants-Montjuïc,3,2020,25973
Universitat/CFGM grau mitjà,Dona,Sarrià-Sant Gervasi,5,2009,25525
Universitat/CFGM grau mitjà,Dona,Sarrià-Sant Gervasi,5,2010,26574
Universitat/CFGM grau mitjà,Dona,Sarrià-Sant Gervasi,5,2011,27626
Universitat/CFGM grau mitjà,Dona,Sarrià-Sant Gervasi,5,2012,28824
Universitat/CFGM grau mitjà,Dona,Sarrià-Sant Gervasi,5,2013,29866
Universitat/CFGM grau mitjà,Dona,Sarrià-Sant Gervasi,5,2014,30797
Universitat/CFGM grau mitjà,Dona,Sarrià-Sant Gervasi,5,2015,31612
Universitat/CFGM grau mitjà,Dona,Sarrià-Sant Gervasi,5,2016,31556
Universitat/CFGM grau mitjà,Dona,Sarrià-Sant Gervasi,5,2017,32421
Universitat/CFGM grau mitjà,Dona,Sarrià-Sant Gervasi,5,2018,33248
Universitat/CFGM grau mitjà,Dona,Sarrià-Sant Gervasi,5,2019,34135
Universitat/CFGM grau mitjà,Dona,Sarrià-Sant Gervasi,5,2020,34943
Universitat/CFGM grau mitjà,Dones,Ciutat Vella,1,2021,16418
Universitat/CFGM grau mitjà,Dones,Ciutat Vella,1,2022,16037
Universitat/CFGM grau mitjà,Dones,Eixample,2,2021,58282
Universitat/CFGM grau mitjà,Dones,Eixample,2,2022,59231
Universitat/CFGM grau mitjà,Dones,Gràcia,6,2021,27134
Universitat/CFGM grau mitjà,Dones,Gràcia,6,2022,27424
Universitat/CFGM grau mitjà,Dones,Horta-Guinardó,7,2021,23380
Universitat/CFGM grau mitjà,Dones,Horta-Guinardó,7,2022,23736
Universitat/CFGM grau mitjà,Dones,Les Corts,4,2021,16848
Universitat/CFGM grau mitjà,Dones,Les Corts,4,2022,16966
Universitat/CFGM grau mitjà,Dones,Nou Barris,8,2021,13986
Universitat/CFGM grau mitjà,Dones,Nou Barris,8,2022,14123
Universitat/CFGM grau mitjà,Dones,Sant Andreu,9,2021,18601
Universitat/CFGM grau mitjà,Dones,Sant Andreu,9,2022,18860
Universitat/CFGM grau mitjà,Dones,Sant Martí,10,2021,33506
Universitat/CFGM grau mitjà,Dones,Sant Martí,10,2022,34236
Universitat/CFGM grau mitjà,Dones,Sants-Montjuïc,3,2021,26397
Universitat/CFGM grau mitjà,Dones,Sants-Montjuïc,3,2022,26489
Universitat/CFGM grau mitjà,Dones,Sarrià-Sant Gervasi,5,2021,35168
Universitat/CFGM grau mitjà,Dones,Sarrià-Sant Gervasi,5,2022,35781
Universitat/CFGM grau mitjà,Home,Ciutat Vella,1,2009,10195
Universitat/CFGM grau mitjà,Home,Ciutat Vella,1,2010,10502
Universitat/CFGM grau mitjà,Home,Ciutat Vella,1,2011,10523
Universitat/CFGM grau mitjà,Home,Ciutat Vella,1,2012,11079
Universitat/CFGM grau mitjà,Home,Ciutat Vella,1,2013,11561
Universitat/CFGM grau mitjà,Home,Ciutat Vella,1,2014,11859
Universitat/CFGM grau mitjà,Home,Ciutat Vella,1,2015,12029
Universitat/CFGM grau mitjà,Home,Ciutat Vella,1,2016,12392
Universitat/CFGM grau mitjà,Home,Ciutat Vella,1,2017,13209
Universitat/CFGM grau mitjà,Home,Ciutat Vella,1,2018,13615
Universitat/CFGM grau mitjà,Home,Ciutat Vella,1,2019,14614
Universitat/CFGM grau mitjà,Home,Ciutat Vella,1,2020,14859
Universitat/CFGM grau mitjà,Home,Eixample,2,2009,35253
Universitat/CFGM grau mitjà,Home,Eixample,2,2010,36475
Universitat/CFGM grau mitjà,Home,Eixample,2,2011,37473
Universitat/CFGM grau mitjà,Home,Eixample,2,2012,38902
Universitat/CFGM grau mitjà,Home,Eixample,2,2013,40420
Universitat/CFGM grau mitjà,Home,Eixample,2,2014,41902
Universitat/CFGM grau mitjà,Home,Eixample,2,2015,42887
Universitat/CFGM grau mitjà,Home,Eixample,2,2016,43524
Universitat/CFGM grau mitjà,Home,Eixample,2,2017,45154
Universitat/CFGM grau mitjà,Home,Eixample,2,2018,46332
Universitat/CFGM grau mitjà,Home,Eixample,2,2019,47951
Universitat/CFGM grau mitjà,Home,Eixample,2,2020,49132
Universitat/CFGM grau mitjà,Home,Gràcia,6,2009,14977
Universitat/CFGM grau mitjà,Home,Gràcia,6,2010,15726
Universitat/CFGM grau mitjà,Home,Gràcia,6,2011,16176
Universitat/CFGM grau mitjà,Home,Gràcia,6,2012,16792
Universitat/CFGM grau mitjà,Home,Gràcia,6,2013,17337
Universitat/CFGM grau mitjà,Home,Gràcia,6,2014,17874
Universitat/CFGM grau mitjà,Home,Gràcia,6,2015,18350
Universitat/CFGM grau mitjà,Home,Gràcia,6,2016,18302
Universitat/CFGM grau mitjà,Home,Gràcia,6,2017,18813
Universitat/CFGM grau mitjà,Home,Gràcia,6,2018,19307
Universitat/CFGM grau mitjà,Home,Gràcia,6,2019,20053
Universitat/CFGM grau mitjà,Home,Gràcia,6,2020,20712
Universitat/CFGM grau mitjà,Home,Horta-Guinardó,7,2009,11297
Universitat/CFGM grau mitjà,Home,Horta-Guinardó,7,2010,11734
Universitat/CFGM grau mitjà,Home,Horta-Guinardó,7,2011,12049
Universitat/CFGM grau mitjà,Home,Horta-Guinardó,7,2012,12385
Universitat/CFGM grau mitjà,Home,Horta-Guinardó,7,2013,12947
Universitat/CFGM grau mitjà,Home,Horta-Guinardó,7,2014,13325
Universitat/CFGM grau mitjà,Home,Horta-Guinardó,7,2015,13895
Universitat/CFGM grau mitjà,Home,Horta-Guinardó,7,2016,14380
Universitat/CFGM grau mitjà,Home,Horta-Guinardó,7,2017,15046
Universitat/CFGM grau mitjà,Home,Horta-Guinardó,7,2018,15731
Universitat/CFGM grau mitjà,Home,Horta-Guinardó,7,2019,16444
Universitat/CFGM grau mitjà,Home,Horta-Guinardó,7,2020,17183
Universitat/CFGM grau mitjà,Home,Les Corts,4,2009,11787
Universitat/CFGM grau mitjà,Home,Les Corts,4,2010,12295
Universitat/CFGM grau mitjà,Home,Les Corts,4,2011,12625
Universitat/CFGM grau mitjà,Home,Les Corts,4,2012,12917
Universitat/CFGM grau mitjà,Home,Les Corts,4,2013,13182
Universitat/CFGM grau mitjà,Home,Les Corts,4,2014,13523
Universitat/CFGM grau mitjà,Home,Les Corts,4,2015,13911
Universitat/CFGM grau mitjà,Home,Les Corts,4,2016,14126
Universitat/CFGM grau mitjà,Home,Les Corts,4,2017,14435
Universitat/CFGM grau mitjà,Home,Les Corts,4,2018,14698
Universitat/CFGM grau mitjà,Home,Les Corts,4,2019,15089
Universitat/CFGM grau mitjà,Home,Les Corts,4,2020,15211
Universitat/CFGM grau mitjà,Home,Nou Barris,8,2009,5587
Universitat/CFGM grau mitjà,Home,Nou Barris,8,2010,5904
Universitat/CFGM grau mitjà,Home,Nou Barris,8,2011,6174
Universitat/CFGM grau mitjà,Home,Nou Barris,8,2012,6407
Universitat/CFGM grau mitjà,Home,Nou Barris,8,2013,6628
Universitat/CFGM grau mitjà,Home,Nou Barris,8,2014,6904
Universitat/CFGM grau mitjà,Home,Nou Barris,8,2015,7259
Universitat/CFGM grau mitjà,Home,Nou Barris,8,2016,7661
Universitat/CFGM grau mitjà,Home,Nou Barris,8,2017,7991
Universitat/CFGM grau mitjà,Home,Nou Barris,8,2018,8505
Universitat/CFGM grau mitjà,Home,Nou Barris,8,2019,9037
Universitat/CFGM grau mitjà,Home,Nou Barris,8,2020,9395
Universitat/CFGM grau mitjà,Home,Sant Andreu,9,2009,8443
Universitat/CFGM grau mitjà,Home,Sant Andreu,9,2010,8929
Universitat/CFGM grau mitjà,Home,Sant Andreu,9,2011,9395
Universitat/CFGM grau mitjà,Home,Sant Andreu,9,2012,9798
Universitat/CFGM grau mitjà,Home,Sant Andreu,9,2013,10179
Universitat/CFGM grau mitjà,Home,Sant Andreu,9,2014,10473
Universitat/CFGM grau mitjà,Home,Sant Andreu,9,2015,10898
Universitat/CFGM grau mitjà,Home,Sant Andreu,9,2016,11261
Universitat/CFGM grau mitjà,Home,Sant Andreu,9,2017,11746
Universitat/CFGM grau mitjà,Home,Sant Andreu,9,2018,12432
Universitat/CFGM grau mitjà,Home,Sant Andreu,9,2019,13032
Universitat/CFGM grau mitjà,Home,Sant Andreu,9,2020,13646
Universitat/CFGM grau mitjà,Home,Sant Martí,10,2009,16447
Universitat/CFGM grau mitjà,Home,Sant Martí,10,2010,17560
Universitat/CFGM grau mitjà,Home,Sant Martí,10,2011,18486
Universitat/CFGM grau mitjà,Home,Sant Martí,10,2012,19552
Universitat/CFGM grau mitjà,Home,Sant Martí,10,2013,20397
Universitat/CFGM grau mitjà,Home,Sant Martí,10,2014,21151
Universitat/CFGM grau mitjà,Home,Sant Martí,10,2015,21875
Universitat/CFGM grau mitjà,Home,Sant Martí,10,2016,22342
Universitat/CFGM grau mitjà,Home,Sant Martí,10,2017,23410
Universitat/CFGM grau mitjà,Home,Sant Martí,10,2018,24205
Universitat/CFGM grau mitjà,Home,Sant Martí,10,2019,25478
Universitat/CFGM grau mitjà,Home,Sant Martí,10,2020,26327
Universitat/CFGM grau mitjà,Home,Sants-Montjuïc,3,2009,12309
Universitat/CFGM grau mitjà,Home,Sants-Montjuïc,3,2010,13079
Universitat/CFGM grau mitjà,Home,Sants-Montjuïc,3,2011,13674
Universitat/CFGM grau mitjà,Home,Sants-Montjuïc,3,2012,14389
Universitat/CFGM grau mitjà,Home,Sants-Montjuïc,3,2013,15063
Universitat/CFGM grau mitjà,Home,Sants-Montjuïc,3,2014,15650
Universitat/CFGM grau mitjà,Home,Sants-Montjuïc,3,2015,16246
Universitat/CFGM grau mitjà,Home,Sants-Montjuïc,3,2016,16834
Universitat/CFGM grau mitjà,Home,Sants-Montjuïc,3,2017,17604
Universitat/CFGM grau mitjà,Home,Sants-Montjuïc,3,2018,18458
Universitat/CFGM grau mitjà,Home,Sants-Montjuïc,3,2019,19739
Universitat/CFGM grau mitjà,Home,Sants-Montjuïc,3,2020,20546
Universitat/CFGM grau mitjà,Home,Sarrià-Sant Gervasi,5,2009,25251
Universitat/CFGM grau mitjà,Home,Sarrià-Sant Gervasi,5,2010,25982
Universitat/CFGM grau mitjà,Home,Sarrià-Sant Gervasi,5,2011,26544
Universitat/CFGM grau mitjà,Home,Sarrià-Sant Gervasi,5,2012,27130
Universitat/CFGM grau mitjà,Home,Sarrià-Sant Gervasi,5,2013,27944
Universitat/CFGM grau mitjà,Home,Sarrià-Sant Gervasi,5,2014,28551
Universitat/CFGM grau mitjà,Home,Sarrià-Sant Gervasi,5,2015,29145
Universitat/CFGM grau mitjà,Home,Sarrià-Sant Gervasi,5,2016,28973
Universitat/CFGM grau mitjà,Home,Sarrià-Sant Gervasi,5,2017,29481
Universitat/CFGM grau mitjà,Home,Sarrià-Sant Gervasi,5,2018,29856
Universitat/CFGM grau mitjà,Home,Sarrià-Sant Gervasi,5,2019,30461
Universitat/CFGM grau mitjà,Home,Sarrià-Sant Gervasi,5,2020,30891
Universitat/CFGM grau mitjà,Homes,Ciutat Vella,1,2021,15054
Universitat/CFGM grau mitjà,Homes,Ciutat Vella,1,2022,14786
Universitat/CFGM grau mitjà,Homes,Eixample,2,2021,50070
Universitat/CFGM grau mitjà,Homes,Eixample,2,2022,50852
Universitat/CFGM grau mitjà,Homes,Gràcia,6,2021,20923
Universitat/CFGM grau mitjà,Homes,Gràcia,6,2022,21126
Universitat/CFGM grau mitjà,Homes,Horta-Guinardó,7,2021,17399
Universitat/CFGM grau mitjà,Homes,Horta-Guinardó,7,2022,17500
Universitat/CFGM grau mitjà,Homes,Les Corts,4,2021,15089
Universitat/CFGM grau mitjà,Homes,Les Corts,4,2022,15022
Universitat/CFGM grau mitjà,Homes,Nou Barris,8,2021,9608
Universitat/CFGM grau mitjà,Homes,Nou Barris,8,2022,9662
Universitat/CFGM grau mitjà,Homes,Sant Andreu,9,2021,13844
Universitat/CFGM grau mitjà,Homes,Sant Andreu,9,2022,13967
Universitat/CFGM grau mitjà,Homes,Sant Martí,10,2021,27049
Universitat/CFGM grau mitjà,Homes,Sant Martí,10,2022,27767
Universitat/CFGM grau mitjà,Homes,Sants-Montjuïc,3,2021,21098
Universitat/CFGM grau mitjà,Homes,Sants-Montjuïc,3,2022,21099
Universitat/CFGM grau mitjà,Homes,Sarrià-Sant Gervasi,5,2021,30685
Universitat/CFGM grau mitjà,Homes,Sarrià-Sant Gervasi,5,2022,30916
